p_id,long,lat,end_datetime,age,gender,education,race,income,storm_system,storm_rec_warn,rec_subscribe,wthr_info_web,wthr_info_govweb,wthr_info_loctv,wthr_info_cabtv,wthr_info_radio,wthr_info_fam,wthr_info_soc,wthr_info_phone
R3PAPH62014,-96.709913,36.012466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH62093,-97.118828,36.105361,1465401468,38,1,8,1,9.50E+04,2,1,Disagree,About once per week,Several times a day,Several times per week,Less than once per week,Several times per week,Several times per week,Several times a day,Never
R3PAPH62102,-96.7599,35.96608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH62123,-97.065735,36.156401,1467741290,64,1,8,1,6.30E+04,2,1,Disagree,About once a day,About once a day,Several times a day,Several times a day,Several times a day,About once a day,Several times a day,Several times a day
R3PAPH62126,-97.020195,35.979631,1465412659,66,0,2,1,3.50E+04,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH62167,-97.056972,36.172454,1467175108,62,0,7,1,2.50E+04,2,1,Disagree,Never,About once per week,Several times a day,Several times per week,Less than once per week,About once per week,About once a day,Never
R3PAPH62251,-97.085178,36.079061,1467337405,82,0,4,1,NA,2,1,Disagree,Never,Never,About once a day,About once a day,Several times per week,Several times per week,Never,Never
R3PAPH62253,-97.083193,36.147368,1467212516,59,0,5,1,1.00E+04,2,NA,Neither agree nor disagree,Never,Never,About once a day,Less than once per week,Never,About once per week,Never,Never
R3PAPH62288,-97.129507,36.121595,1466115105,52,0,6,1,1.10E+05,2,1,Agree,Several times per week,Less than once per week,About once per week,About once per week,About once a day,Several times per week,Less than once per week,Less than once per week
R3PAPH62309,-97.087226,36.105521,1467463187,70,1,7,1,4.50E+04,2,1,Strongly agree,About once a day,Less than once per week,Never,Never,Several times a day,Never,Never,Less than once per week
R3PAPH62313,-97.084198,36.122738,1467234916,68,1,8,1,5.30E+04,2,1,Agree,Never,Never,Several times a day,Several times a day,Never,Never,Never,Less than once per week
R3PAPH62331,-97.032772,36.135088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH62335,-97.071622,36.139959,1465743132,78,1,7,1,7.00E+04,2,1,Disagree,Less than once per week,NA,Several times a day,Less than once per week,Less than once per week,Less than once per week,Never,Less than once per week
R3PAPH62393,-97.074546,36.174431,1467246491,34,0,7,1,1.50E+04,2,1,Agree,Never,Never,Several times per week,Several times per week,Never,About once a day,Never,Never
R3PAPH62411,-97.128968,36.120049,1469008545,57,1,4,1,6.00E+04,2,1,Strongly agree,Several times per week,Less than once per week,Never,Never,Several times a day,About once per week,Less than once per week,Several times per week
R3PAPH62420,-97.059907,36.109591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH62445,-97.052246,36.169695,1467162244,88,0,4,1,16656,2,NA,Strongly disagree,Never,Never,Several times a day,Several times a day,Never,Less than once per week,Never,Never
R3PAPH62446,-97.063969,36.119621,1467155245,59,0,6,1,2.70E+04,2,1,Disagree,Never,Never,Several times a day,Several times a day,Several times a day,Several times per week,Never,Never
R3PAPH62465,-97.128379,36.098622,1465441433,62,0,4,1,1.50E+05,2,1,Strongly agree,About once per week,Never,About once a day,About once a day,Never,Several times a day,Never,About once a day
R3PAPH62486,-97.035928,36.133751,1466446470,66,1,5,1,3.60E+04,2,1,Agree,About once per week,Never,Several times per week,Less than once per week,Several times per week,Several times per week,About once a day,Several times per week
R3PAPH62532,-97.051566,36.135101,1465398216,56,1,6,1,1.20E+04,2,1,Somewhat disagree,Several times a day,Never,Several times a day,Several times a day,About once per week,About once a day,Never,Never
R3PAPH62534,-97.129869,36.110104,1465442967,67,0,7,1,NA,2,1,Disagree,Less than once per week,About once per week,About once a day,Several times per week,About once per week,Several times per week,Never,Never
R3PAPH62535,-97.070631,36.135414,1467908811,57,1,8,1,3.00E+05,2,NA,Strongly agree,About once a day,Less than once per week,Less than once per week,Less than once per week,Several times a day,Less than once per week,Less than once per week,About once per week
R3PAPH62549,-97.035752,36.126503,1467758276,59,1,8,4,1.50E+05,2,1,Agree,Several times a day,About once per week,About once a day,Less than once per week,Never,Less than once per week,Less than once per week,Several times a day
R3PAPH62576,-97.052742,36.187729,1465413928,41,1,6,1,8.50E+04,2,1,Strongly agree,Less than once per week,Several times a day,Several times a day,Never,Several times per week,Never,Several times a day,Several times a day
R3PAPH62587,-96.764551,35.978968,1467164295,63,0,6,3,NA,2,1,Strongly agree,Never,Never,Less than once per week,Never,Less than once per week,Several times per week,Several times per week,Several times per week
R3PAPH62614,-97.084212,36.122038,1465408074,33,1,8,1,5.50E+04,2,NA,Agree,About once a day,Less than once per week,Less than once per week,Less than once per week,About once per week,Less than once per week,Less than once per week,Less than once per week
R3PAPH62676,-96.748864,35.964383,1467330142,73,0,3,1,NA,2,NA,Agree,Never,Never,Several times a day,Several times a day,Never,About once a day,Never,Never
R3PAPH62681,-97.100562,36.202723,1466145697,67,1,4,1,1.10E+05,2,1,Strongly disagree,Several times per week,About once per week,About once a day,About once a day,Less than once per week,About once per week,Never,Several times per week
R3PAPH62683,-97.193475,36.118043,1465499359,84,1,5,1,6.00E+04,2,NA,Agree,Never,Several times per week,Several times a day,Never,About once per week,Less than once per week,Never,Never
R3PAPH62696,-97.048558,36.139237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH62796,-97.0696,36.13529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH62824,-97.118856,36.102608,1465835432,55,0,6,1,7.50E+04,2,1,Disagree,Never,Less than once per week,Several times per week,Several times per week,Less than once per week,Several times per week,Several times per week,About once per week
R3PAPH62851,-96.74831,35.98197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH62854,-96.703041,36.113814,1465691602,83,0,2,6,15600,2,2,Strongly disagree,Several times per week,Less than once per week,Several times per week,About once per week,Never,Several times per week,Less than once per week,Never
R3PAPH62865,-97.043185,36.12619,1467606937,76,0,8,1,9.40E+04,2,NA,Strongly agree,Several times per week,Several times per week,Several times a day,Several times per week,Never,Several times a day,Never,Several times per week
R3PAPH62873,-97.026002,35.96692,1466128218,33,1,7,1,3.60E+04,2,1,Neither agree nor disagree,About once per week,Less than once per week,About once a day,Less than once per week,Never,Several times per week,Never,About once a day
R3PAPH62884,-97.053181,36.123338,1465496845,84,1,7,1,1.60E+04,2,2,Disagree,About once a day,Never,About once a day,About once a day,Never,Several times per week,Never,Never
R3PAPH62905,-97.01471,36.06882,1465420433,71,0,6,1,1.25E+05,2,1,Strongly agree,Less than once per week,Never,Several times a day,Never,Several times per week,Several times a day,About once a day,About once a day
R3PAPH62909,-96.979668,36.156191,1467401107,74,1,8,1,1.50E+05,2,NA,Agree,Several times per week,Several times per week,Several times per week,Less than once per week,About once a day,Several times per week,NA,Less than once per week
R3PAPH62916,-97.038711,36.134553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3PAPH63010,-97.10343,36.099105,1465588539,78,0,6,1,2.40E+05,2,1,Strongly agree,Several times per week,About once per week,About once a day,About once a day,Never,Several times per week,About once per week,NA
R3PAPH63020,-97.09701,36.06855,1467398107,70,1,8,1,1.80E+05,2,1,Strongly agree,Several times per week,About once a day,Several times a day,Several times a day,Several times a day,Less than once per week,Never,Several times a day
R3PAPH63104,-97.058568,36.134826,1465498188,67,1,7,1,8.00E+04,2,1,Strongly disagree,Less than once per week,Never,Several times a day,About once a day,Less than once per week,Several times a day,Never,Never
R3PAPH63184,-97.059985,36.11048,1467332446,68,0,4,1,NA,2,1,Agree,Never,Never,Several times a day,Several times a day,Never,Less than once per week,Never,Never
R3PAPH63216,-97.129553,36.120623,1465405975,34,0,3,2,3.50E+04,1,NA,Agree,Several times a day,Several times per week,About once a day,Several times per week,Less than once per week,Several times per week,Never,Several times per week
R3PAPH63266,-97.059846,36.137673,1465514727,71,0,6,1,1.70E+05,2,1,Agree,Several times per week,NA,Several times per week,Several times a day,NA,About once per week,NA,Less than once per week
R3PAPH63313,-97.028056,35.97936,1465926997,83,0,4,1,NA,2,NA,Strongly disagree,Less than once per week,Never,About once a day,About once a day,Several times a day,Never,Never,NA
R3PAPH63367,-97.034302,36.120528,1465695935,64,0,6,1,3.40E+04,2,1,Strongly agree,Less than once per week,Several times a day,Several times a day,Less than once per week,About once a day,About once per week,Never,Less than once per week
R3PAPH63418,-96.799592,35.985613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WANM13729,-97.97565,34.68184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WANM13800,-97.958377,34.644071,1467261720,67,1,5,1,5.80E+04,1,1,Strongly agree,About once per week,Never,About once a day,Several times per week,Less than once per week,Several times per week,Never,Less than once per week
R3WANM14099,-98.75027,35.098093,1466974170,76,1,2,1,3.50E+04,1,NA,Neither agree nor disagree,About once a day,About once a day,Several times a day,Several times a day,Several times a day,Several times per week,About once a day,Several times a day
R3WANM14382,-97.85911,34.95677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WANM14645,-97.965245,34.764661,1465402649,69,1,6,1,2.50E+04,1,1,Agree,Several times a day,Never,Several times a day,NA,About once per week,NA,NA,Several times a day
R3WANM2365,-98.387616,34.814591,1467857605,54,1,4,1,2.00E+05,1,NA,Agree,About once per week,Less than once per week,About once per week,Never,Never,Less than once per week,About once per week,Never
R3WANM25240,-98.227034,34.779085,1465398906,34,0,4,1,5.50E+04,1,NA,Strongly agree,Less than once per week,About once per week,About once a day,About once a day,About once a day,Several times per week,Several times per week,Several times per week
R3WANM26520,-99.392864,35.39291,1465400895,52,0,2,1,5.50E+04,1,0,Strongly agree,Less than once per week,Never,Several times a day,Never,About once a day,Several times a day,Several times a day,Less than once per week
R3WANM26821,-99.415038,35.409582,1465417827,50,1,3,1,2.50E+04,1,NA,Strongly agree,About once per week,Never,Several times a day,Never,About once per week,Several times per week,Never,About once a day
R3WANM26893,-99.099493,35.433977,1466040381,60,0,7,1,5.00E+04,1,0,Strongly agree,Less than once per week,Less than once per week,Several times a day,Less than once per week,Several times per week,Several times a day,Less than once per week,About once per week
R3WANM4979,-98.603429,35.066371,1466712293,58,0,2,3,NA,1,1,Disagree,Several times a day,Less than once per week,Several times per week,Several times a day,About once per week,Never,About once a day,About once a day
R3WANM5247,-97.9528,35.05319,1467408883,56,1,2,1,4.50E+04,1,1,NA,NA,NA,Several times a day,Several times a day,Several times a day,NA,NA,NA
R3WANM7065,-97.954735,35.036191,1466958546,24,0,5,6,NA,1,2,Strongly agree,Never,Never,Less than once per week,Less than once per week,Never,Several times a day,Several times a day,About once per week
R3WANM7704,-97.507277,35.230784,1466099757,34,0,7,1,5.00E+04,1,1,Agree,About once per week,Never,Less than once per week,Never,About once per week,About once per week,Less than once per week,About once per week
R3WANO12537,-98.20137,35.42539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WANO13622,-98.393388,35.366171,1465515576,83,0,4,6,17500,1,NA,Strongly disagree,Never,Never,Several times a day,Less than once per week,Never,Never,Never,Never
R3WANO4956,-98.599628,35.102764,1467319028,34,0,2,1,31931,1,NA,Disagree,Several times per week,Never,About once a day,About once a day,Never,About once per week,Less than once per week,Never
R3WAPH10134,-98.67641,35.355129,1467866936,51,0,7,2,4.00E+04,1,0,Disagree,Less than once per week,Never,Several times per week,About once a day,Never,About once a day,Never,About once a day
R3WAPH10140,-98.679631,35.348417,1467194202,60,0,7,1,NA,1,NA,Disagree,NA,NA,Several times a day,About once per week,NA,NA,NA,NA
R3WAPH10141,-98.67636,35.351978,1467241145,73,0,2,1,2.50E+04,1,NA,Strongly disagree,Never,Never,Several times a day,Less than once per week,Less than once per week,About once per week,Never,Never
R3WAPH10204,-98.78085,35.379484,1465602572,55,0,5,1,2.00E+05,1,NA,Agree,Less than once per week,Less than once per week,Less than once per week,Less than once per week,Less than once per week,Less than once per week,Never,Several times a day
R3WAPH10218,-98.991171,35.291298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WAPH10224,-98.777274,35.378923,1466106689,60,1,8,1,9.00E+04,1,NA,Disagree,Never,Several times a day,About once a day,Never,Less than once per week,About once per week,Never,Less than once per week
R3WAPH1043,-98.24388,35.07936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WAPH10615,-98.210943,34.898587,1466814620,74,0,2,1,3.00E+04,1,1,Strongly disagree,Never,Never,About once per week,Never,Never,About once per week,Never,Never
R3WAPH1077,-98.24154,35.07819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WAPH11,-97.705847,34.963653,1466978177,62,1,5,1,5.00E+04,1,1,Strongly agree,Never,Never,Several times a day,Never,Never,Never,Never,Several times a day
R3WAPH1143,-98.24837,35.07253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WAPH11439,-98.433769,35.100694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WAPH11534,-98.440071,35.099261,1466978167,66,0,5,1,5.60E+04,1,1,Strongly agree,Never,About once per week,NA,Several times a day,Never,Less than once per week,Never,Several times per week
R3WAPH12188,-98.870974,35.072491,1465403803,50,0,5,1,NA,1,0,Strongly disagree,Never,Never,About once a day,Never,Several times a day,Never,Never,Never
R3WAPH12327,18.163427,40.005275,1466872717,56,0,2,1,1.20E+04,1,NA,Disagree,Never,Never,Never,About once a day,Never,About once a day,Never,Never
R3WAPH12544,-98.194409,35.431042,1468479226,43,0,5,3,1.20E+05,1,NA,Strongly agree,About once per week,About once per week,About once a day,Less than once per week,Less than once per week,Less than once per week,About once per week,Several times a day
R3WAPH12586,-98.35716,35.47702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WAPH12812,-98.194409,35.431042,1466969884,93,0,3,1,5.00E+04,1,1,Disagree,Never,Never,Several times a day,Never,Never,About once a day,Never,About once a day
R3WAPH12904,-98.194409,35.431042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WAPH12905,-98.194409,35.431042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WAPH13093,-98.579628,35.548274,1467938280,78,0,7,1,NA,1,1,NA,Never,About once per week,Several times per week,Less than once per week,Less than once per week,About once per week,Never,Never
R3WAPH13404,-97.563783,35.530764,1465489864,60,1,8,1,7.50E+04,1,NA,Agree,Several times per week,Less than once per week,Several times per week,Never,Never,Less than once per week,Never,About once a day
R3WAPH13538,-98.393388,35.366171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3WAPH1366,-98.248839,35.058692,1465405321,80,0,4,1,7.00E+04,1,0,Neither agree nor disagree,About once per week,Less than once per week,Several times a day,Never,Less than once per week,Never,Never,Several times a day
R3WAPH13718,-97.950234,34.507625,1465844939,63,1,4,1,1.10E+05,1,1,Disagree,Several times per week,Never,Never,Never,Several times a day,About once a day,Never,Several times per week
R3WAPH13743,-97.966848,34.645834,1467238885,65,0,4,1,NA,1,1,Strongly agree,Several times per week,Never,Several times a day,Several times per week,Never,About once per week,Never,About once per week
