tweetid,tweettimestamp,user,text,retweetedtext,is_retweet,is_quotestweet,F,P,V,ND1,ND2,ND3,ND4,ND5,D1,D2,D3,T,TP
1.00E+18,1528323552,NWS Cheyenne,"?? Update Showers and thunderstorms have begun to develop across the region. Increased thunderstorm development expected during next several hours. Some storms may become severe w/ damaging wind, large hail and few tornadoes #wywx #newx https://t.co/nxZs3W5rFL",,FALSE,FALSE,1,1,1,expected,may,,,,,,,1,1
1.00E+18,1527424233,NWS Cheyenne,"[630 AM] - An active day ahead across the region as t-storms develop by noon, becoming numerous by mid-afternoon. Storms will continue into this evening. A few storms may become severe, producing large hail &amp; damaging winds. Heavy rain may produce flooding. Stay safe! #wywx #newx https://t.co/UttJW9PhNs",,FALSE,FALSE,1,1,1,may,may,,,,,,,1,1
1.00E+18,1528240877,NWS Cheyenne,Thunderstorm moving towards Alliance will have 30-40 mph winds and occasional lightning next 20-40 min. #newx https://t.co/Cp49g4lp1d,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532466264,NWS Cheyenne,"At 258 PM MDT, Doppler radar tracking strong thunderstorm near Crystal Lake Campground, or 16 miles west of Cheyenne, moving northeast at 20 mphDime size hail and winds &gt; 30 mph will be possibleLocations impacted:Cheyenne, South Greeley, Warren AFB, &amp; Frontier Park., #wywx https://t.co/5XVVfOXRDg",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.93E+17,1525651249,NWS Cheyenne,?? Update: Isolated thunderstorm moving east into Scotts Bluff and Banner Counties in NE. 20-40mph winds possible near the storm. https://t.co/b0lqSDrxtJ,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1530656219,NWS Cheyenne,414PM 7/3: A strong thunderstorm near Glendo could produce dime size hail and wind gusts up to 50 MPH. This storm is moving northeast at 40 MPH. https://t.co/Q5XsfCccd5 https://t.co/4Db7lJ5U0E,,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.03E+18,1533690351,NWS Cheyenne,"7/705PM: Strong TStm in Platte County, WY thru 730PM. Dime hail/30mph winds. #wywx #wyoroad https://t.co/YRUkc2g5xB",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.00E+18,1528333805,NWS Cheyenne,"Ongoing severe weather across the region with large hail and damaging winds possible. Small streams and urban areas in Cheyenne County, NE may be susceptible to flooding  #newx #wywx #turnaroundontdrown https://t.co/WPsJb7MULn",,FALSE,FALSE,1,1,1,possible,may,,,,,,,1,1
9.96E+17,1526339046,NWS Cheyenne,Folks travelling between Sidney and Cheyenne I-80 be on the lookout for hail on the road!  Roads will be slick in spots.  #newx #wywx https://t.co/43s7gtIFYD,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.03E+18,1534279212,NWS Cheyenne,240pm Update: Severe thunderstorm continues to approach City of Cheyenne from the northwest. Quarter to half-dollar sized hail possible with 50-60 mph winds. Heavy rain is also occurring. Will be near the city from 3 to 4pm. Stay alert! #wywx https://t.co/mfvPOJBdqL,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.97E+17,1526587881,NWS Cheyenne,Thunderstorms are developing along and west of Interstate 25 north of Cheyenne. Large hail and damaging winds will be possible as these storms move east into Nebraska. Stay Weather Aware. #newx #wywx https://t.co/Qy2w7Ymc2E,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.00E+18,1528414912,NWS Cheyenne,7/540PM: Strong TStm near Hawk Springs movg NE 20 mph. Nickel Hail/50 mph winds thru 630PM. #wywx #newx https://t.co/OMDcTQP56I,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.91E+17,1525142142,NWS Cheyenne,833 PM: Strong t-storm 20 miles north of Cheyenne moving northeast 20 mph. Half inch hail and wind gusts in excess 40 mph possible. https://t.co/cb03SGnbV9 #wywx,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.95E+17,1525993702,NWS Cheyenne,"?? Tennis to Baseball sized hail possible with storm nearing Bridgeport, NE. 60 to 70 MPH winds also probable. Take cover in Bridgeport and Broadwater. ?? https://t.co/QsXSNkWisz",,FALSE,FALSE,1,1,1,possible,probably,,,,,,,1,1
1.00E+18,1527900013,NWS Cheyenne,1/630PM: Unsettled weather returns mid week next week. Strong to Severe TStms possible east. #wywx #newx #wyoroad https://t.co/Lr03H9m81P,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.97E+17,1526554403,NWS Cheyenne,RT @NWSRapidCity: Severe storms possible this afternoon and evening. Stronger storms capable of large hail and strong winds. #sdwx #wywx https://t.co/LS8gy4Iq7S,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1530178451,NWS Cheyenne,"RT @NWSRapidCity: Hot today, with severe weather possible across northwestern SD this evening. More storms on Friday and Saturday. #sdwx #wywx https://t.co/4gb9akz1Cg",,FALSE,FALSE,0,,,,,,,,,,,0,
1.00E+18,1527899714,NWS Cheyenne,1/630PM: Unsettled weather returns mid week next week. Strong to Severe TStms possible east. #wywx #newx #wyoroad https://t.co/oNdUV3Qj1w,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1530661041,NWS Cheyenne,"533PM 7/3 Niobrara county, WY: a strong storm capable of producing dime size hail and winds in excess of 40 mph is located near Manville and Lusk, WY. It's moving northeast at 20 mph. https://t.co/PMtIFZjRDA https://t.co/WRyYgny9II",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.01E+18,1530669106,NWS Cheyenne,"748PM 7/3 Cheyenne County, NE: a strong thunderstorm near Sidney Airport could produce half inch hail and wind gusts of 50 to 55 mph. This storm is moving northeast at 20 mph. https://t.co/DJntMBXSe6 https://t.co/LLhAYCjpDU",,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.03E+18,1535330145,NWS Cheyenne,RT @NWSNorthPlatte: 6:50pm CT Update: storms over portions of southwest NE are likely dropping heavy rain and frequent lightning. Some hail and gusty winds are also possible. #NEwx https://t.co/fZTBxZHsB4,,FALSE,FALSE,1,1,1,likely,possible,,,,,,,1,1
1.02E+18,1532815746,NWS Cheyenne,"A CONFIRMED tornado south of Douglas, Wyoming moving southeast at 30 mph.This tornado will be near...  Esterbrook around 425 PM MDT.  Esterbrook Campground and Harris Park around 430 PM MDT.SEEK SHELTER NOW!#wywx",,FALSE,FALSE,1,0,,,,,,,,,,0,
9.97E+17,1526472524,NWS Cheyenne,RT @NWSBoulder: Warm &amp; sunny today ahead of severe weather. Thurs into the weekend showers &amp; tstorms w/ heavy rain &amp; large hail possible. #COwx https://t.co/B4aiQJT5aQ,,TRUE,FALSE,1,1,1,possible,,,,,,,,1,1
9.95E+17,1526089170,NWS Cheyenne,?? Radar Update: Developing thunderstorms are moving north from CO into WY near Cheyenne. Heavy rain and small hail likely. #wywx #cowx https://t.co/7GaQq6M88p,,FALSE,FALSE,1,1,1,likely,,,,,,,,1,1
1.02E+18,1531742614,NWS Cheyenne,There is a risk for severe weather today. Main threats are quarter size hail and wind gusts up to 70 MPH. #wywx #newx https://t.co/qax35KBAWS,,FALSE,FALSE,1,1,1,risk,,,,,,,,1,1
1.02E+18,1532883372,NWS Cheyenne,"Severe storms again this afternoon with hail up to baseballs possible, damaging winds and a few tornadoes possible. #wywx #newx https://t.co/5LC9wrMq0N",,FALSE,FALSE,1,1,1,possible,possible,,,,,,,1,1
1.01E+18,1530814949,NWS Cheyenne,Marginal risk of severe storms this afternoon and evening. Main threats include 1' hail and 60 mph wind gusts. #wywx #newx https://t.co/QkPeIzhUtS,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.97E+17,1526569450,NWS Cheyenne,"Strong to severe storms expected today along Interstate 25. be weather aware, as storms could contain large hail, damaging winds, and isolat https://t.co/yD7Z8hez09",,FALSE,FALSE,1,1,1,expected,could,,,,,,,1,1
1.00E+18,1528329578,NWS Cheyenne,"Tornado north of Laramie is still on  the ground. As picturesque as it may look, we ask that you take shelter now. No picture is worth getting hurt. https://t.co/g6YC230Me5",,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1530240772,NWS Cheyenne,Chance for severe #wywx and #newx on Friday. Main threats are damaging winds and large hail. A tornado or two cannot be ruled out. https://t.co/irhIoUcwDX,,FALSE,FALSE,1,1,1,chance,can't be ruled out,,,,,,,1,1
1.02E+18,1532219832,NWS Cheyenne,"At 633 PM MDT, Doppler radar was tracking a strong thunderstorm nearKimball, moving northeast at 30 mph.Dime size hail and wind gusts up to 50 mph are possible. This storm will remain over mainly rural areas of northeasternKimball and southeastern Banner Counties. #newx https://t.co/PMJ2bx1e2O",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.03E+18,1534273459,NWS Cheyenne,Slight Risk of severe storms this afternoon in the yellow &amp; green areas. Quarter-sized hail and 60 mph winds possible in strongest of storms https://t.co/zFXlo8FkVd,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.03E+18,1534277457,NWS Cheyenne,210pm: Severe thunderstorm northwest of the City of Cheyenne. Likely producing quarter to ping-pong size hail. Will be near Cheyenne 3:00-3:15PM. Stay alert over the next couple hours. https://t.co/ndtnan3Pbx,,FALSE,FALSE,1,1,1,likely,,,,,,,,1,1
1.02E+18,1531749057,NWS Cheyenne,RT @NWSRiverton: Slight risk of severe thunderstorms across east central Wyoming this afternoon &amp; evening. Damaging winds &amp; large hail are possible. #wywx https://t.co/XMQHaXQohk,,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532882954,NWS Cheyenne,"Updated severe storm potential for today. Large hail, damaging winds, and possible tornadoes again today. Mainly 2 PM - 10 PM. #wywx #newx https://t.co/PGRVdQC5e6",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.00E+18,1527457262,NWS Cheyenne,RT @Dan_Fitts: Tornado has become visible and is roping out @NWSCheyenne @KNEBStormCenter @severestudios #wywx https://t.co/Ws6LSfcZWi,Tornado has become visible and is roping out @NWSCheyenne @KNEBStormCenter @severestudios #wywx https://t.co/Ws6LSfcZWi,TRUE,FALSE,0,,,,,,,,,,,0,
9.89E+17,1524512646,NWS Cheyenne,23/143PM: Special Weather Statement for strong TStm north of Cheyenne. Moving southeast at 45mph. Dime sized hail p… https://t.co/LYxS4OTgcY,NA,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1529191976,NWS Cheyenne,"528 PM: Strong t-storm near Pine Bluffs, WY moving North 20 mph. Half inch hail and wind gusts to 50 mph possible. https://t.co/0fZVG51JOR #wywx",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1529363336,NWS Cheyenne,Storms continuing to fire across SE WY this afternoon. Some storms may become severe with large hail and damaging winds as the main threat. Some storms have shown supercell characteristics so a tornado could be possible. #wywx #newx https://t.co/n9J0fIHhef,,FALSE,FALSE,1,1,1,may,possible,,,,,,,1,1
1.02E+18,1531833763,NWS Cheyenne,Be weather aware later today for the potential of severe thunderstorms and localized flash flooding. #wywx #newx https://t.co/65es6MXRCM,,FALSE,FALSE,0,,,,,,,,,,,0,
9.96E+17,1526388079,NWS Cheyenne,"RT @NWSBoulder: Scattered storms will develop this afternoon with heavy rain, small hail, and gusty winds possible. The best chance of storms will be from the Denver metro to Limon. #cowx https://t.co/O4wctXtXGN",,FALSE,FALSE,1,1,1,best chance,,,,,,,,1,1
1.01E+18,1530723082,NWS Cheyenne,Marginal risk for severe storms later today. Should remain isolated to keep firework displays on time. Gusty winds and 1' hail main threats. https://t.co/BYO1T7YUOQ,,FALSE,FALSE,1,1,1,should,,,,,,,,1,1
1.01E+18,1529709697,NWS Cheyenne,22/520PM: Strong storms in Goshen County WY til 545PM. Nickel hail and 50mph winds possible. #wywx #wyoroad https://t.co/MdzDkA08bp,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1529264313,NWS Cheyenne,Rain and storms are getting going to the west of Cheyenne. This batch of rain should last most of the afternoon and evening. No severe weather is expected. The wet weather will continue for the next few days. have a rain gauge? Tweet us your rain amounts! #wywx #newx #rain https://t.co/MnUQef9LDr,,FALSE,FALSE,1,1,1,should,expected,,,,,,,1,1
1.00E+18,1527548359,NWS Cheyenne,Storm continue to grow in number and strength over SE WY and north CO. Hail and strong winds are main hazards. Stay alert on this holiday! #wywx #cowx https://t.co/giafR4vDXV,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.01E+18,1530135900,NWS Cheyenne,A few isolated strong to briefly severe storms will be possible in the dark green area this afternoon &amp; early evening. Hail up to penny to quarter size and winds of 40-60 mph could occur. https://t.co/TFwU3XUQf5,,FALSE,FALSE,1,1,1,possible,could,,,,,,,1,1
9.99E+17,1526944181,NWS Cheyenne,5 PM 5/21 - Strong #thunderstorm developing over north Cheyenne. Expect nickel sized #hail and gusty winds. #wywx https://t.co/bdQ1jksycI,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.04E+18,1537474629,NWS Cheyenne,"A line of strong thunderstorms will affect Cheyenne County, Southeastern Kimball County, and Southeastern Morrill Counties in Nebraska. Brief funnel clouds are possible along with winds in excess of 40 mph and pea size hail.  https://t.co/0ufuns81Tt https://t.co/pmFbtQbq3L",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.03E+18,1533671372,NWS Cheyenne,146 PM: Strong t-storm 26 miles east of Cheyenne was nearly stationary. Dime size hail and wind gusts 40-50 MPH possible. https://t.co/LfGwALywpy #wywx,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.02E+18,1532652500,NWS Cheyenne,RT @Dan_Fitts: Terry Ranch Rd. 1 mile W of Hyway 85. hail accumulationl 4+' deep largest stone 1.5' @NWSCheyenne @KNEBStormCenter #wywx htt…,Terry Ranch Rd. 1 mile W of Hyway 85. hail accumulationl 4+' deep largest stone 1.5' @NWSCheyenne @KNEBStormCenter #wywx https://t.co/5NS9mOohoG,TRUE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529105599,NWS Cheyenne,528 PM: Strong t-storm 13 miles south of Wheatland moving northeast 25 mph. Hail up to 1/2 inch and wind gusts to 50 mph possible. https://t.co/jnUhxF8v76 #wywx,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.00E+18,1528325648,NWS Cheyenne,"@livingdeadguy @WyomingCoCoRaHS Nick, with the ongoing severe weather it will take us awhile to get you that answer right now, so please stay tuned. Thank you for understanding.",,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529190262,NWS Cheyenne,"5 PM: Strong t-storm near Hillsdale, WY moving North at 25 mph. Half inch hail and wind gusts over 40 mph possile. Heavy rain and frequent lightning likely. https://t.co/D9spoSsb6P #wywx",,FALSE,FALSE,1,1,1,possible,likely,,,,,,,1,1
1.03E+18,1534282635,NWS Cheyenne,Peak wind gust to 41mph along with pea to dime sized hail at the office as storm rolled through. We have recorded 0.89' of rain in the last 25 minutes.,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528829734,NWS Cheyenne,A year ago today we experienced one of our most significant severe weather outbreaks in our region with 12 confirmed tornadoes. #wywx #newx https://t.co/YHIAofT6n1,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529441231,NWS Cheyenne,Tornado warned storm crossing I25 between mile markers 35 to 50 north of Cheyenne.  #wywx #newx https://t.co/zVBPPqRf2h,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1531424610,NWS Cheyenne,"137PM southeastern Albany and southwestern Laramie counties, WY: a strong thunderstorm located near Pumpkin Vine could produce nickel size hail and up to 50 mph will be possible with this storm. https://t.co/hOCqLf7Et5",,FALSE,FALSE,1,1,1,could,possible,,,,,,,1,1
1.03E+18,1533495275,NWS Cheyenne,"Severe thunderstorm passing right over Horse Creek, WY. 70 MPH wind gusts and quarter size hail are possible. #wywx https://t.co/msEc1oYV7p",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.02E+18,1532715151,NWS Cheyenne,"27/1210PM: Strong TStm north of Sidney, NE. thru 1PM. Nickel hail/40mph winds. Moving southeast at 25mph. #newx https://t.co/b9VZ2brreR",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.01E+18,1530560661,NWS Cheyenne,????? Jul 2 Update: Slight Risk 4 severe tstorms Tue aft/eve across central-SE Wyo &amp; the NW Panhandle. Isolated strong to severe tstorms along &amp; east of the Laramie Range. Storms to produce hail up to golf ball size &amp; wind gusts to 60 MPH. Check back for updates! #wywx #newx https://t.co/f7sYGn5UZn,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.95E+17,1525989021,NWS Cheyenne,"Strong storm heading towards La Grange, WY. Pockets of wind and small hail possible. #wywx https://t.co/cZISVl97kX",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.04E+18,1536430290,NWS Cheyenne,"Isolated storms to develop Rawlins to Douglas by 4P, spreading east through the SE WY plains by 6P. Areas in the W Nebraska Panhandle will begin seeing these isolated storms after 5P. Storms may become severe containing winds in excess of 60 mph &amp; quarter size hail. #wywx #newx https://t.co/oklSWnjyjL",,FALSE,FALSE,1,1,1,may,,,,,,,,1,1
1.01E+18,1529625953,NWS Cheyenne,Already received several hail reports with this storm moving into Cheyenne. From nickel to quarter size. Winds are also picking up. Stay safe out there! #wywx,,FALSE,FALSE,0,,,,,,,,,,,0,
9.96E+17,1526278164,NWS Cheyenne,1207 AM: Strong t-storm will move NE 30 mph across mainly rural areas of SW Carbon County through 1245 AM. Gusty winds and small hail possible. https://t.co/2gbcnmaX1r #wywx,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.02E+18,1531783166,NWS Cheyenne,RT @tornado_talk: #OTD (7-16) in 1979: The most damaging #tornado in Wyoming's #history moved thru the northern parts of Cheyenne. Offical rating = F3. 140 homes destroyed. A 14-month old boy was killed at a mobile home park. https://t.co/jg0wmx37Ht #wywx https://t.co/nMtpCX5Ejs,,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532603112,NWS Cheyenne,"A few strong to severe thunderstorms are expected to develop and move through the area between 3 and 10 pm. Large hail, damaging winds, ligh https://t.co/o7uz9Gb9vq",,FALSE,FALSE,1,1,1,expected,,,,,,,,1,1
1.02E+18,1531359465,NWS Cheyenne,"733 PM MDT north central Albany County, WY: a strong thunderstorm 13 miles northwest of Wheatland Reservoir could produce dime size hail and winds in excess of 40 mph. The storm is moving northwest at 20 MPH. https://t.co/29CwmTzIxK",,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.01E+18,1529107598,NWS Cheyenne,"604 PM: Strong t-storm 8 miles east of Slater, WY moving east 25 mph. Hail to size of nickels and wind gusts 50-55 mph possible. https://t.co/fM6JkVcbfz #wywx",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.03E+18,1533549440,NWS Cheyenne,Marginal risk for severe storms today across SE WY and NE Panhandle. Severe weather threats are damaging winds and large hail. #wywx #newx https://t.co/qQoeFAt107,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.06E+18,1540936888,NWS Chicago,"Showers &amp; T-storms moving east across nrn IL this eve. Locally heavy rainfall, small hail, and winds gusting to 30 mph are possible. https://t.co/CpicwuZFSi",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.05E+18,1540003494,NWS Chicago,"Inclement weather in store for your Sat. Strong northwest winds gusting to 35-40+ mph mid AM thru aftn, falling PM temps, large waves NW IN shore. Finally, scattered wind driven showers have a good chance of containing graupel (soft hail/snow pellets) in some of them! #ilwx #inwx https://t.co/PjwZLZ7Xpa",,FALSE,FALSE,1,1,1,,,,,,good chance,,,2,2
