long_torhit_time,long_torhit_resp,long_torhit_nothing,long_torhit_monitor,long_torhit_prepare,long_torhit_shelter,long_torhit_nonshelter,long_torhit_conshelter,long_torhit_leave,long_torhit_leave_shelter,long_torhit_leave_avoid,long_torhit_not_sure,long_torhit_other
4,"Stay home from work if possible. Watch the weather, including television and internet warnings.",,1,1,,,,,,,,
4,Go home,,,,1,,,,,,,
8,stay at home,,,,1,,,,,,,
4,"again, stay in an enclosed shelter",,,,1,,,,,,,
8,collect equipment and have flashlights and my family,,,1,,,,,,,,
4,I would move away to a secure place ,,,,,,,1,,,,
8,Take protective shelter,,,,1,,,,,,,
4,Get my family to our sheltered room in the basement.,,,1,,1,,,,,,
4,"get in the special place in the basement, under ground, sturdy",,,,,1,,,,,,
8,Stay home and listen to the news,,1,,1,,,,,,,
4,watch news closley,,1,,,,,,,,,
8,Evacuate. ,,,,,,,1,,,,
4,prepare with water and food and move to basement with wife and pets,,,1,,1,,,,,,
8,keep an eye out,,1,,,,,,,,,
8,"I would feel calmer, I would finish making breakfast and I would notify my family more calmly",,,1,,,,,,,,
4,seek shelter after keeping an eye on it,,1,,,,,,,,,
4,home,,,,1,,,,,,,
8,continue to monitor situation make sure family and friends are aware,,1,1,,,,,,,,
8,Wait and see how it progresses,,1,,,,,,,,,
4,get fucked up ,1,,,,,,,,,,
4,"I would be at work so everyone would be monitoring the news. If a tornado came, we'd all move to a safe location in the office. ",,1,,,,,,,,,
8,Take cover when appropriate to do so.,,1,,,,,,,,,
8,seek shelter,,,,1,,,,,,,
8,keep watching the weather,,1,,,,,,,,,
8,make sure everybody had what they needed to be safe,,,1,,,,,,,,
4,,,,,,,,,,,,1
4,Leave,,,,,,,1,,,,
4,nothing,1,,,,,,,,,,
4,Nothing,1,,,,,,,,,,
8,protect my family,,,1,,,,,,,,
4,go to shelter,,,,1,,,,,,,
4,Try to find if there is a shelter to go to nearby.  Depending on time left go to the crawlspace underneath the house.  ,,,1,,,,,,,,
4,Evacuate in the opposite direction of the storm,,,,,,,1,,,,
4,Go to a friend's house that has a basement,,,,,,,,1,,,
4,what the local news and listen for their instruction for location,,1,,,,,,,,,
8,Stay at or very near home and monitor the situation,,1,,,,,,,,,
8,Would go about my day as normal as possible and wait to see if the forecast holds up.,,1,,,,,,,,,
4,Be alert,,1,,,,,,,,,
8,Monitor the conditions and be prepared to take shelter quickly when needed.,,1,,,,,,,,,
4,n/a,,,,,,,,,,,1
8,hide,,,,1,,,,,,,
4,watch tv weather to monitor it,,1,,,,,,,,,
4,leave my house,,,,,,,1,,,,
8,Move to an area that is not at risk - like another state.,,,,,,,,,1,,
4,Monitor what is going on closely,,1,,,,,,,,,
4,To be alert,,1,,,,,,,,,
4,monitor and go to the strong point of the house when it approaches,,1,,,,,,,,,
4,make sure family is safe and able to take shelter,,,1,,,,,,,,
8,I would follow the advice of our local news.,,1,,,,,,,,,
4,go home from work and into my shelter,,,,1,,,,,,,
4,Seek shelter in a safe spot at work or home,,,,1,,,,,,,
4,Not go to work. Prepare to go to cellar.,,,1,,,,,,,,
4,nothing,1,,,,,,,,,,
4,find shelter,,,1,,,,,,,,
4,nothing,1,,,,,,,,,,
4,monitor the situation closely,,1,,,,,,,,,
4,Monitor the radar and watch and listen outside,,1,,,,,,,,,
4,Find a shelter and head there,,,1,,,,,1,,,
4,Prepare to evacuate,,,1,,,,,,,,
4,Stay home and monitor the situation.,,1,,,,,,,,,
8,keep an eye on the weather on my phone throughout the day,,1,,,,,,,,,
4,Get the animals settled somewhere safe. Locate and gather the rest of the family. Go to a safe place. ,,,1,,,,1,,,,
4,Seek shelter immediately before the tornado would strike.,,,,1,,,,,,,
8,"I would monitor the situation from work. If I had to, I would follow the emergency plan at my emploer.",,1,,,,,,,,,
4,continue to monitor weather,,1,,,,,,,,,
8,get out and stay out!,,,,,,,1,,,,
4,stay home ,,,,1,,,,,,,
4,make sure outside stuff is secure and we have water supply and monitor the weather ,,,1,,,,,,,,
8,I would plan to make sure I have everything needed at home.,,,1,,,,,,,,
8,Monitor the situation and have a plan to take shelter if necessary ,,1,1,,,,,,,,
4,"get the cats inside. Clear out the hall closet, and put a chair and some cushions in there. get a flashlight and blankets and phone",,,1,,,,,,,,
8,"monitor the situation, have a plan for a place to go if if looks more sure",,1,,,,,,,,,
4,none,1,,,,,,,,,,
8,Secure valuables to safe place within house. Move to proper safety shelter to told to.,,,1,,,,,,,,
8,ensure I have the supplies I need and to pack what I need to move to a safer location,,,1,,,,,,,,
8,take cover in work basement,,,,,1,,,,,,
8,make sure wer jhave taking all percausion probly go out of parth,,,1,,,,,,1,,
4,I think I'd wait out the weather in case it changes in the coming hours and then take action closer to when it's supposed to hit.,1,,,,,,,,,,
4,Monitor the situation on TV and outside.,,1,,,,,,,,,
4,prepare a spot that is safe to go in my home away from windows,,,1,,,,,,,,
8,would stay updated with radar and warnings and get to safe area of building at work when told to shelter,,1,,,,,,,,,
8,,,,,,,,,,,,1
8,head to the basement,,,,,1,,,,,,
4,I would prepare as best i could. move the kids to the most secure location in the house and wait it out,,,1,,,,,,,,
4,Gather all in the basement and set up the items in our emergency kit in an easily accessible area,,,1,,,,,,,,
8,fill up some jugs of water prepare to head down to the basement ,,,1,,,,,,,,
4,I would watch the situation to see if the tornado appeared to be getting closer to my area.  I would leave the news on and check my phone frequently for updates.,,1,,,,,,,,,
4,NEXT 3 HOURS,,,,,,,,,,,1
4,I would call my supervisor and ask about my building's plan for the potential tornado. My work building has a large basement that is probably a suitable shelter. ,,,1,,,,,,,,
4,Closely monitor the weather situation - radar etc. and take action when the tornado was immenent,,1,,,,,,,,,
4,go to the basement,,,,,1,,,,,,
8,go home,,,,1,,,,,,,
8,Go to the bulkhead ,,,,,1,,,,,,
4,Move to a move secure location at work,,,,1,,,,,,,
4,I would more than likely monitor the weather to see where the tornado was coming from and then head the opposite direction in my car.,,1,,,,,,,1,,
8,Prepare to take or go to shelter,,,1,,,,,,,,
4,"I would monitor the conditions closely and stay home with my animals, just in case.",,1,,,,,,,,,
8,I would go to my safe location,,,,,,,,1,,,
4,Drive away out of potential path,,,,,,,,,1,,
4,take cover,,,,1,,,,,,,
8,I'd make some preparations to leave my home but keep advised of the situation and act accordingly ,,,1,,,,,,,,
4,get away from area by car,,,,,,,,,1,,
4,See what the status is 3 more hours,,1,,,,,,,,,
8,I'd be at work and I work in a hospital so I'd prepare for an MCI.,,,1,,,,,,,,
8,collect important items and keep them together and be ready to grab them and take cover when needed,,,1,,,,,,,,
4,Watch radar until the storm got closer then go to the basement,,1,,,,,,,,,
8,nothing but sleep,1,,,,,,,,,,
4,I would make sure the exterior items in the yard and around the house were secure or bring them into the garage. I would bring my car into the garage. I would gather a comforter and basics to be ready at a moments notice to hunker down in our interior bat,,,1,,,,,,,,
8,Monitor the situation,,1,,,,,,,,,
8,NOTHING COMES TO MIND.,1,,,,,,,,,,
8,Go to work,1,,,,,,,,,,
8,Open my the windows in my house and gather any people in my house in the center away from windows. ,,,1,,,,,,,,
8,go home and prepare,,,1,,,,,,,,
8,I got out of there,,,,,,,,,1,,
8,wait and see what the weather does,,1,,,,,,,,,
4,go to my basement or leave area,,,,1,,,,,,,
8,get packed and go to safety,,,1,,,,1,,,,
4,put the local news on,,1,,,,,,,,,
4,run to the nearest strom shelter,,,,,,,,1,,,
8,go top school and see what happens,,,,,,,,1,,,
8,nothing,1,,,,,,,,,,
4,I would leave and drive to my parents' house 3 hours away.,,,,,,,1,,,,
4,Leave the location and drive elsewhere,,,,,,,1,,,,
4,prepare for the storm ,,,1,,,,,,,,
8,keep an eye on the weather,,1,,,,,,,,,
4,monitor,,1,,,,,,,,,
4,go to the basemment,,,,,1,,,,,,
8,take a big shit,1,,,,,,,,,,
8,go to basement,,,,,1,,,,,,
4,wait.,1,,,,,,,,,,
4,Go somewhere else,,,,,,,1,,,,
4,"Monitor the situation and keep an eye on he radar for cells. Check batteries in my emergency weather radio and flashlights. Gather water bottles and emergency equipment. If conditions seem right and I have time to evacuate to a safer location, I would do ",,1,1,,,,,,,,
8,nothing,1,,,,,,,,,,
8,Monitor the news for updates on the weather. keep phone handy to do the same,,1,,,,,,,,,
4,duck and cover,,,,1,,,,,,,
8,Stay put at my office,,,,1,,,,,,,
4,Shelter down,,,,1,,,,,,,
8,,,,,,,,,,,,1
8,basement,,,,,1,,,,,,
4,prepare to take shelter and monitor the situation,,1,1,,,,,,,,
4,get thinga together and seek shelter,,,1,1,,,,,,,
8,monitor situation and determine where to go if needed,,1,1,,,,,,,,
4,Take a drive to a safer location unless the roads were packed.,,,,,,,1,,,,
8,I would monitor the situation and take action when I hear the sirens or become aware of the the tornado watch,,1,,,,,,,,,
8,see previous,,,,1,,,,,,,
4,monitor the situation and stay close to home,,1,,,,,,,,,
8,monitor situation and act accordingly if need be,,1,,,,,,,,,
8,go home in 7 hours and do the same thing or keep an eye out and do it at work.,,1,,,,,,,,,
4,monitor the situation,,1,,,,,,,,,
8,Watch the weather and keep an  eye on the sky.,,1,,,,,,,,,
4,Get my dog and head to the bathroom that has no windows in it.,,,1,,1,,,,,,
4,go to the lowest level of my building,,,,,1,,,,,,
4,Drive away,,,,,,,1,,,,
8,monitor the situation and have supplies in place in my spot,,1,1,,,,,,,,
8,Stay home. Spend the day in the (finished) basement.,,,,,1,,,,,,
4,I would quickly go with my family to the basement where our shelter is and we would take the most necessary ,,,1,,1,,,,,,
8,monitor the situation,,1,,,,,,,,,
4,I would prepare the best by gathering supplies in case it takes a while to get back to normal.,,,1,,,,,,,,
8,Monitor the situation as the time got closer.,,1,,,,,,,,,
4,"Make sure the pets are in  safe place. Monitor the weather regularly, and be ready to take shelter if necessary.",,1,1,,,,,,,,
4,call the police,,,1,,,,,,,,
4,hide in the door way,,,,,1,,,,,,
8,Same as anytime of the day - get into lowest level of structure or pull car off road and cover head.,,,1,1,,,,,,,
4,monitor it,,1,,,,,,,,,
8,shelter food,,,1,1,,,,,,,
4,Take shelter.,,,,1,,,,,,,
4,monitor the situation and take precautions ,,1,1,,,,,,,,
8,"I would gather food, water, charge electronics, and prepare room downstairs.",,,1,,,,,,,,
4,Prepare for the situation at work.,,,1,,,,,,,,
8,Grab my dog and run to basement,,,1,,1,,,,,,
8,Monitor the situation from my office and take shelter as needed,,1,,,,,,,,,
8,Turn on the TV and my computer to get local information.  Look at a radar and see what is going on.,,1,,,,,,,,,
8,sleep,1,,,,,,,,,,
8,Find a secure location and be sure that I would not have to leave there in the next 8 hours.,,,1,,,,,,,,
4,MONITOR AND BE AWARE OF SURROUNDINGS/ WEATHER. BE PREPARED,,1,1,,,,,,,,
4,Go to work - My factory is a safe area,,,,1,,,,,,,
8,take shelter where I am,,,,1,,,,,,,
4,monitor,,1,,,,,,,,,
4,secure safest place to be available if imminent and constant contact with family getting everyone in focus with plan,,,1,,,,,,,,
4,wait and watch,,1,,,,,,,,,
8,Monitor and plan to head to our basement,,1,,,,,,,,,
8,,,,,,,,,,,,1
8,n/a,,,,,,,,,,,1
4,Head to work and pay attention to the weather,,1,,,,,,,,,
8,head home to secure and evacuate pets,,,1,,,,,,,,
4,Go away ,,,,,,,1,,,,
8,monitor the weather,,1,,,,,,,,,
8,Make sure outside areas are secure first.,,,1,,,,,,,,
8,keep working,1,,,,,,,,,,
8,I would have to help clear out patients at my job. I would have to either stay with patients in the staircases or in the inner most enclosed area of the building,,,1,,,,,,,,
8,be watchful and listen for more information,,1,,,,,,,,,
4,move to another location,,,,,,,1,,,,
4,Monitor situation,,1,,,,,,,,,
8,Monitor the situation before taking action,,1,,,,,,,,,
4,I prepare myself.,,,1,,,,,,,,
4,nothing,1,,,,,,,,,,
4,Seek shelter in a tornado proof structure.,,,,,,,,1,,,
4,What the weather channel and iPhone for updates.,,1,,,,,,,,,
8,Safeguard valuable electronics,,,1,,,,,,,,
4,MOnitor the situation and be near the safest place possible,,1,,,,,,,,,
8,Have supplies ready and monitor the situation,,1,1,,,,,,,,
4,"continue with my daily activities and take protective action when possible. I would avoid going outside & closely monitor the situation, but wouldnt take action until completely necessary",,1,,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
4,Stay indoors.,,,,1,,,,,,,
8,monitor situation,,1,,,,,,,,,
4,Continue to monitor the situation.,,1,,,,,,,,,
8,monitor,,1,,,,,,,,,
8,Nothing.  Go about my business.  I'm not going to sit in my house for 8hrs.  The storm may never show up.,1,,,,,,,,,,
8,make sure I left work early so I could make sure my daughter was safe,,,1,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
4,"Drive to a further location, like my family's house a few counties over.",,,,,,,1,,,,
4,Get everything ready for it.,,,1,,,,,,,,
8,move to a safe inner room,,,,1,,,,,,,
8,make sure you have emergency supplies and then find shelter,,,1,,,,,,,,
4,Seek shelter,,,,1,,,,,,,
4,leave the area,,,,,,,,,1,,
8,RVB2-LTN9UA-ZDXZ ,,,,,,,,,,,1
8,I'd monitor the situation to narrow down when the tornado would hit so I have time to get home and ensure my family is sheltered.,,1,,,,,,,,,
4,go to work,1,,,,,,,,,,
8,o99999999999,,,,,,,,,,,1
4,nothing as the storm will either die out or miss us ,1,,,,,,,,,,
8,I would probably get called into work earlier than the regular start of my shift.,,,1,,,,,,,,
8,go to work and monitor the weather,,1,,,,,,,,,
4,go to shelter in my house,,,,1,,,,,,,
8,stay indoors,,,,1,,,,,,,
8,look outside...check the internet,,1,,,,,,,,,
8,go to shelter,,,,,,,,1,,,
4,if i was at work as usual i would seek interior ,,,,1,,,,,,,
8,stay at home,,,,1,,,,,,,
8,Gather my family and head to a safe spot.,,,1,,,,1,,,,
8,monitor the situation,,1,,,,,,,,,
8,take shelter away from area,,,,,,,,1,,,
4,go to safest area in building,,,,,1,,,,,,
4,Go to a storm shelter location.  ,,,,,,,,1,,,
8,I would continue to monitor the situation,,1,,,,,,,,,
8,same,,,,1,,,,,,,
8,go to my basement,,,,,1,,,,,,
8,monitor the situation,,1,,,,,,,,,
4,watch for updates and go to the cellar if endargered,,1,,,,,,,,,
4,grab my bag and equipment and watch for the warning signs and be prepared for the worst as the army taught me,,1,1,,,,,,,,
8,Monitor the situation. ,,1,,,,,,,,,
8,Monitor events closely.,,1,,,,,,,,,
8,,,,,,,,,,,,1
4,none,1,,,,,,,,,,
8,Get my family and pets and head into the basement. I work from home.,,,1,,1,,,,,,
4,monitor closely,,1,,,,,,,,,
8,take cover in a very safe location.,,,,1,,,,,,,
8,be very aware of any changes and updates of the storm and be ready to seek shelter,,1,1,,,,,,,,
4,goto the bar for three hours then run like hell,,,,,,,1,,,,
4,Prepare to leave immediately.,,,1,,,,,,,,
8,Monitor the situation,,1,,,,,,,,,
4,prepare and monitor,,1,1,,,,,,,,
8,Get to the safest place in the house.,,,,,1,,,,,,
8,I'm not sure,,,,,,,,,,1,
8,i would monitor the conditions,,1,,,,,,,,,
4,leave,,,,,,,1,,,,
4,?,,,,,,,,,,,1
8,i'd keep monitoring the situation to see what happens,,1,,,,,,,,,
8,go in basement,,,,,1,,,,,,
4,take shelter in basement,,,,,1,,,,,,
4,,,,,,,,,,,,1
4,take action notify family monitor the situation and have a plan in place if one did occur,,1,1,,,,,,,,
4,Stay or get home and shelter in my basement,,,,,1,,,,,,
8,no,,,,,,,,,,,1
8,hide in the basement,,,,,1,,,,,,
8,hghghg,,,,,,,,,,,1
4,Listen to the Weather Channel to see how the situation is developing.,,1,,,,,,,,,
8,"I'd stay home and risk it, I have a job so I can't leave",,,,1,,,,,,,
4,,,,,,,,,,,,1
8,"I'd be ready to take action, watch the situation closely",,1,1,,,,,,,,
8,"Run to store to get batteries, water, candles, etc.  ",,,1,,,,,,,,
4,ask my mother what to do,,,1,,,,,,,,
8,I would get ready.  Probably leave the area,,,1,,,,,,1,,
4,I would be worried,1,,,,,,,,,,
4,Monitor the situation.,,1,,,,,,,,,
8,"I would check to see from which direction it is expected. I would put my kitties into their travel houses grab their food and some water for them, get my family together and grab clothes, computers, cell phones and other necessities, get them all into the",,1,1,1,,,,,,,
8,go about my daily activities while monitoring the weather,,1,,,,,,,,,
8,go to the basement,,,,,1,,,,,,
8,Monitor the situation,,1,,,,,,,,,
4,find nearest public shelter that has supplies gather pets family take your own supplies and go,,,1,,,,,1,,,
8,keep monitoring the weather to see if any warnings were issued,,1,,,,,,,,,
4,get home and take shelter in our crawlspace,,,,,1,,,,,,
4,Stay inside and monitor the situation,,1,,,,,,,,,
4,Monitor the sky and radar closely; take shelter as tornado approaches,,1,,,,,,,,,
4,I would be at work and would do whatever they told me to do,,,1,,,,,,,,
8,take shelter,,,,1,,,,,,,
8,"go about my day as normal, monitoring to see if it will hit during my commute... hopefully I parked in the parking garage, and not at the local park that day",,1,,,,,,,,,
8,wait for updates and see where tornado was headed,,1,,,,,,,,,
4,"grab my stuff, dog, and get with family to go into their basement",,,1,,1,,,,,,
4,move stuff indoors take shelter in bathtub,,,1,,1,,,,,,
4,keep alert,,1,,,,,,,,,
4,go to shelter,,,,1,,,,,,,
4,Drive away from it.,,,,,,,,,1,,
8,Evacuate the area and seek better shelter,,,,,,,1,,,,
4,"Make sure my family, friends and neighbors are ready.   Close all windows, get water and my phone and get into the bathroom.",,,1,,1,,,,,,
8,continue to monitor and prepare basement with needed supplies.  offer to have family and friends come stay in my shelter,,1,1,,,,,,,,
4,go storm shelter,,,,1,,,,,,,
8,Monitor local weather through TV and social media and be prepared to move to shelter if necessary,,1,1,,,,,,,,
4,"same thing, the only thing we can do is get in doorway, open windows, or get under a mattress.",,,1,,1,,,,,,
4,Monitor the situation but be prepared to move to the most secure room in my apartment.,,1,,,,,,,,,
8,Move to a separate location,,,,,,,1,,,,
8,run to a shelter,,,,,,,,1,,,
8,evacuate area,,,,,,,1,,,,
8,no,,,,,,,,,,,1
8,go to lowest level of work building and work there away from windows ,,,,,1,,,,,,
4,Find a school and shelter there until the storm was over,,,,,,,,1,,,
4,Contact elderly mother,,,1,,,,,,,,
8,I would secure all the things I could and move important papers and my family to the only central location on the bottom floor of my home.,,,1,,,,,,,,
8,Go online/check radio/TV for advice,,1,,,,,,,,,
8,watch the news to see if there were an evacuation center and go there,,,1,,,,,1,,,
4,Call landlord about access to basement of apt building.,,,1,,,,,,,,
8,Still go to work and monitor the situation and also find out what we would do at work in a tornado,,1,1,,,,,,,,
8,"I would gather necessary items into one of our bathrooms, which are the best areas in our apartment for a tornado shelter.  Then, I would watch the news or listen to the radio for more information.  If a tornado warning is issued for our area, I would gra",,1,1,,,,,,,,
4,"prepare by going in shelter grabbing pets 
",,,1,1,,,,,,,
8,go to closet,,,,,1,,,,,,
8,,,,,,,,,,,,1
4,keep monitoring the weather report and be prepared to take shelter immediately ,,1,,,,,,,,,
8,go to church  and wait it out,,,,,,,,1,,,
8,seek action at work,,,1,,,,,,,,
8,Wait and see what happens because weather men are not that good at prediction.,,1,,,,,,,,,
8,I would be at work.  I would keep an eye on the situation and move away from the windows if the situation turned,,1,,,,,,,,,
4,check the weather channel ,,1,,,,,,,,,
4,monitor the situation and take action if needed,,1,,,,,,,,,
4,plan on what to  do,,,1,,,,,,,,
4,Get to safe shelter,,,,1,,,,,,,
4,seek shelter any way i could,,,,1,,,,,,,
8,Monitor the weather and make sure somebody is home with me to get me to safety in case it happens.,,,1,,,,,,,,
4,drive away?,,,,,,,1,,,,
4,Monitor the weather and be aware of shelter options throughout my day,,1,,,,,,,,,
4,leave for a tornado shelter or safer buliding,,,,,,,,1,,,
4,Take my family to the basement where it is sturdy and minimize the injury and stay safe. ,,,1,,1,,,,,,
8,go to work and shelter at the correct time,,1,,,,,,,,,
4,Find nearest shelter,,,1,,,,,,,,
8,head to safest area of house,,,,,1,,,,,,
4,Run away,,,,,,,1,,,,
4,Stay indoors and monitor the situation on the news,,1,,,,,,,,,
4,Take cover in a nearby concrete building,,,,,,,,1,,,
8,take shelter,,,,1,,,,,,,
4,"Monitor the situation closely. If home, place valuables in the basement.",,1,,,,,,,,,
8,Figure out where I will be and seek shelter.,,,,1,,,,,,,
4,Monitor the storm and make sure we have cell phones charged. ,,1,1,,,,,,,,
4,be near safety and monitor ,,1,1,,,,,,,,
4,move to safer location in town,,,,,,,1,,,,
4,"nothing, maybe leave the area",,,,,,,,,1,,
4,"prepare to take shelter if another alert was issued i.e. confirmed tornado on the ground from an official source (NWS, TV or trained storm spotter)",,,1,,,,,,,,
4,find the safest place in the building,,,1,,,,,,,,
8,I WOULD KEEP A CHECK ON CURRENT WEATHER CONDITIONS ALL THROUGHOUT THE DAY,,1,,,,,,,,,
4,watch the news for more info,,1,,,,,,,,,
4,leave my location,,,,,,,1,,,,
8,I would stay at home in the most inner part of my building,,,,,1,,,,,,
4,"keep an eye on the weather via news, internet, etc.",,1,,,,,,,,,
8,Move to a safer location,,,,,,,1,,,,
8,drive somewhere else,,,,,,,1,,,,
8,be aware and stay tuned to the TV more than usual,,1,,,,,,,,,
8,drive to an area that wasn't in danger...like a family member's house out of state,,,,,,,,,1,,
8,Probably make sure that I am in a safe place (like a basement I suppose,,,1,,,,,,,,
4,Pack up my car with the bare necessities that I would need to take care of my baby and take him and drive out of the area.,,,1,,,,,,1,,
4,Prepare,,,1,,,,,,,,
8,"Plan to be in a sheltered location when the tornado strikes, alert loved ones, try to prepare the household as best as possible",,,1,,,,,,,,
8,go to the basement,,,,,1,,,,,,
8,take shelter in a basement,,,,1,,,,,,,
4,prepare,,,1,,,,,,,,
4,,,,,,,,,,,,1
4,monitor and be prepared to take action,,1,1,,,,,,,,
8,try to prepare,,,1,,,,,,,,
4,n/a,,,,,,,,,,,1
8,keep up with more info,,1,,,,,,,,,
8,I would stay home from work and closely monitor the news.,,1,,,,,,,,,
8,research local assistance ,,,1,,,,,,,,
8,Keep monitoring the situation and be ready to get to a safe place if it's needed. ,,1,,,,,,,,,
8,go about working and pay attention to the situation,,1,,,,,,,,,
4,get my kids from daycare and go home,,,1,,,,,,,,
8,keep an eye on news,,1,,,,,,,,,
8,Quickly determine the safest location and move to there,,,1,,,,1,,,,
4,I would still continue on with work and monitor the situation.,,1,,,,,,,,,
8,We never get tornadoes here,1,,,,,,,,,,
4,I would track the weather and go to the basement closer to the expected time after trying to secure windows.,,1,1,,,,,,,,
4,watch the news and see what is going on.  Have a plan in place if we need to leave,,1,1,,,,,,,,
8,good,,,,,,,,,,,1
4,I would be at work - I would follow tornado protocol for my building ,,,1,,,,,,,,
4,monitor the situation,,1,,,,,,,,,
8,Go to a save area,,,,,,,1,,,,
4,move to my hallway and stay there until the warning is over because there is no other place to go in the apartment and there is no shelter nearby,,,,1,,,,,,,
8,none,1,,,,,,,,,,
8,pull over and seek shelter,,,,1,,,,,,,
8,Monitor the weather,,1,,,,,,,,,
4,Stay inside; wait it out.,,,,1,,,,,,,
8,drive a decent amount away,,,,,,,1,,,,
4,I would check the weather continually and wait to see when it was more likely to occur.,,1,,,,,,,,,
8,Prepare all that I might need to take with me should my home be destroyed then seek appropriate shelter.,,,1,,,,,,,,
4,go the sheltered area in my office building,,,,1,,,,,,,
8,hunker down in protected area,,,,1,,,,,,,
4,do whatever work tells me to do,,,1,,,,,,,,
8,Sty with friends at the most secure location we can think to stay at and ride it out.,,,1,1,,,,,,,
8,stay home ,,,,1,,,,,,,
4,gather up my family and evacuate the area,,,1,,,,1,,,,
8,"Monitor the situation, talk to neighbors, decide if we should move to a better shelter underground.",,1,,,,,,,,,
4,nothing,1,,,,,,,,,,
4,I would head to a designated tornado shelter or try to find some other shelter where I could be safe.,,,,,,,,1,,,
4,monitor situation,,1,,,,,,,,,
8,I would make sure that I had the place I would be going to secure. I would make sure I had flash lights and a first aid kit ready. I would keep water near me.,,,1,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
4,I will keep an eye on the weather.,,1,,,,,,,,,
8,Be alert but would continue my daily activities,,1,,,,,,,,,
4,,,,,,,,,,,,1
8,I would go to a room in my home with no windows and try to barricade the door as best I can.,,,,,1,,,,,,
4,keep on alert,,1,,,,,,,,,
4,i would move my family and pets to the basement shelter turn off the power light  candlel ald listen to the radio ,,1,1,,1,,,,,,
4,Try to gather belongings and leave the area.,,,1,,,,1,,,,
8,"pack up my important stuff and clothes,  animals ect and leave.",,,1,,,,1,,,,
4,go to the basement,,,,,1,,,,,,
8,do my normal routine for the day and see how it looks or what the weather is saying when I get off.,,1,,,,,,,,,
4,Monitor the conditions and take shelter in the basement if necessary.,,1,,,,,,,,,
4,"I'd be asleep at that time, so until the point where I'm either being crushed by my ceiling or being tossed around like a cow in Twister I wouldn't notice.",1,,,,,,,,,,
4,take shelter immediately,,,,1,,,,,,,
4,I would monitor it and as soon as it got close enough I would get my family and get into the closet at the center of our house with a mattress over the top of us for protection,,1,,,,,,,,,
4,"I would move supplies, and valuables to my shelter. I would probably take my time grabbing things. Then I would monitor the situation until I needed to take my family to shelter.",,1,1,,,,,,,,
4,shelter,,,,1,,,,,,,
4,I would prepare the bathroom for when I would need to get into the tub with the mattress.,,,1,,,,,,,,
8,"Monitor the situation, put supplies in shelter location, and when tornado was closer then move to shelter location in the basement",,1,1,,,,,,,,
8,plan a location to take shelter,,,1,,,,,,,,
8,Same as before,,,,,1,,,,,,
8,find a safe place to go,,,1,,,,,,,,
8,pack a bag of clothes food meds and leave the area ,,,1,,,,1,,,,
4,Monitor the situation and ensure that I got to the basement within an appropriate length of time with the items that I would need.,,1,1,,,,,,,,
8,be ready to seek shelter ,,,1,,,,,,,,
4,I would watch the skies and see if the clouds are extremely for that time of the morning.,,1,,,,,,,,,
8,"Monitor the situation, not go anywhere unnecessary but still work as usual until/unless it changes to a warning",,1,,,,,,,,,
8,keep an eye on warnings and the weather reports,,1,,,,,,,,,
8,I'm not sure,,,,,,,,,,1,
8,"Keep an eye to the weather and warnings, be prepared in case something does happen",,1,,,,,,,,,
4,I would take shelter in the basement at work ,,,,1,,,,,,,
8,stay indoors,,,,1,,,,,,,
8,nothing ,1,,,,,,,,,,
4,Continue with my day but be alert for unusual weather patterns,,1,,,,,,,,,
4,be alert and prepared,,1,1,,,,,,,,
8,monitor weather but not take action until I had to,,1,,,,,,,,,
8,"Monitor the situation on weather, avoid driving as much as possible.",,1,,,,,,,,,
8,I dont know,,,,,,,,,,1,
4,nothing,1,,,,,,,,,,
8,bring my pets to work with me ,,,1,,,,,,,,
4,Sheltered spot,,,,1,,,,,,,
8,Get my family to safety,,,1,1,,,,,,,
8,"keep an eye on the weather, stay home",,1,,1,,,,,,,
4,I dont know,,,,,,,,,,1,
8,Watch the weather maps and wait to see,,1,,,,,,,,,
8,Try to leave the tornado area,,,,,,,,,1,,
8,leave,,,,,,,1,,,,
8,head right to the church,,,,,,,,1,,,
4,Make sure I have a plan on where to go and when to get to the safe location.,,,1,,,,,,,,
8,check the radar/maps throughout the day and check for updates from the national weather service to determine if I need to take shelter,,1,,,,,,,,,
4,wait and then later head to the basement,,1,,,,,,,,,
4,Seek shelter,,,,1,,,,,,,
4,gather my essentials and drive far away,,,1,,,,1,,,,
8,nothing ,1,,,,,,,,,,
4,continue to monitor and wait,,1,,,,,,,,,
4,Go to the office. ,,,,,,,1,,,,
8,Monitor the emergency systems and take cover if the situation worsens. Ensure that my pet is secured inside the house,,1,1,,,,,,,,
8,stay in a sheltered area inside; monitor the weather alerts and radar,,1,1,,,,,,,,
8,go to a safer place to stay while the tornado is in my area,,,,,,,,1,,,
8,Secure the home,,,1,,,,,,,,
4,same as before,,,,1,,,,,,,
8,Get prepared,,,1,,,,,,,,
4,Go to the firestation,,,,,,,,1,,,
8,like,,,,,,,,,,,1
8,monitor the situation as it gets closer,,1,,,,,,,,,
8,Monitor the weather and go about my day.,,1,,,,,,,,,
8,"Prepare basement sheltered room. Check food and water stock, move essential or valuable items to safe area.",,,1,,,,,,,,
